id,genres,country,title,year,language,actors,director,writers
85901,['Comedy'],Ukraine,Chasing Two Hares,1961,Ukrainian,"[('Oleg Borisov', 2, 0), ('Margarita Krinitsyna', 0, 0), ('Nikolay Yakovchenko', 2, 0), ('Anna Kushnirenko', 0, 0), ('Nonna Koperzhinskaya', 0, 0), ('Olga Vikland', 0, 0), ('Natalya Naum', 1, 0)]","[('Viktor Ivanov', 2, 0)]","[('Mikhail Staritskiy', 0, 0)]"
46103,"['Action', 'Thriller']",United States of America,Born to Raise Hell,2010,English,"[('Steven Seagal', 2, 0), ('Darren Shahlavi', 2, 0), ('D. Neil Mark', 2, 0), ('Dan Badarau', 2, 0), ('Claudiu Bleont', 2, 0), ('Cosmina Pasarin', 1, 0), ('Marius Chivu', 2, 0), ('Elias Ferkin', 2, 0), ('Calin Puia', 2, 0), ('George Remes', 2, 0), ('Irina Antonie', 1, 0), ('Karl Baker', 2, 0), ('Ioan Ionescu', 2, 0), ('Stefan Iancu', 0, 0), ('Oana Jidoveanu', 0, 0), ('Madalina Mariescu', 0, 0), ('Maria-Antoaneta Tudor', 1, 0), (""Alan O'Silva"", 2, 0), ('Izabela Onicioiu', 0, 0), ('Silvia Stanciu', 0, 0), ('Florian Ghimpu', 0, 0), ('Constantin Barbulescu', 2, 0), ('Zoltan Butuc', 2, 0)]","[('Lauro Chartrand', 2, 0)]","[('Steven Seagal', 2, 0)]"
15007,"['Crime', 'Thriller']",United Kingdom,Number Seventeen,1932,English,"[('Leon M. Lion', 2, 0), ('Anne Grey', 1, 0), ('John Stuart', 2, 0), ('Donald Calthrop', 2, 0), ('Barry Jones', 2, 0), ('Ann Casson', 1, 0), ('Henry Caine', 2, 0), ('Garry Marsh', 2, 0), ('Herbert Langley', 2, 0)]","[('Alfred Hitchcock', 2, 0)]",[]
34449,['Drama'],Croatia,The Battle of Neretva,1969,Serbian,"[('Orson Welles', 2, 0), ('Yul Brynner', 2, 0), ('Curd Jürgens', 2, 0), ('Hardy Krüger', 2, 0), ('Anthony Dawson', 2, 0), ('Franco Nero', 2, 0), ('Velimir „Bata“ Živojinović', 2, 0), ('\u200bLjubiša Samardžić', 2, 0), ('Milena Dravić', 0, 0), ('Sergey Bondarchuk', 2, 0)]","[('Veljko Bulajić', 2, 0)]","[('Stevan Bulajić', 0, 0), ('Veljko Bulajić', 2, 0), ('Ratko Djurovic', 0, 0), ('Ugo Pirro', 0, 0)]"
53416,['Comedy'],United States of America,The Floorwalker,1916,English,"[('Charlie Chaplin', 2, 0), ('Eric Campbell', 2, 0), ('Edna Purviance', 1, 0), ('Lloyd Bacon', 2, 0), ('Albert Austin', 2, 0), ('Charlotte Mineau', 1, 0), ('Leo White', 2, 0), ('Henry Bergman', 2, 0), ('Frank J. Coleman', 0, 0), ('Bud Jamison', 2, 0), ('James T. Kelley', 2, 0), ('John Rand', 2, 0), ('Wesley Ruggles', 2, 0), ('Tiny Sandford', 2, 0), ('Tom Nelson', 0, 0)]","[('Charlie Chaplin', 2, 0)]","[('Charlie Chaplin', 2, 0), ('Vincent Bryan', 0, 0), ('Maverick Terrell', 0, 0)]"
10645,['Comedy'],Germany,The Slurb,2001,English,"[('Ulrich Noethen', 2, 0), ('Christine Urspruch', 1, 0), ('Aglaia Szyszkowitz', 1, 0), ('Armin Rohde', 2, 0), ('Eva Mattes', 1, 0), ('August Zirner', 2, 0), ('Götz Schubert', 2, 0), ('Jan-Gregor Kremp', 2, 0)]","[('Ben Verbong', 2, 0)]",[]
356326,['Thriller'],Denmark,What We Become,2015,Danish,"[('Troels Lyby', 2, 0), ('Mille Dinesen', 0, 0), ('Benjamin Engell', 0, 0), ('Marie Hammer Boda', 0, 0), ('Ella Solgaard', 0, 0), ('Mikael Birkkjær', 0, 0), ('Therese Damsgaard', 0, 0), ('Diana Axelsen', 0, 0), ('Rita Angela', 0, 0), ('Simon Papousek', 0, 0), ('Kristian Halken', 0, 0), ('Laura Bro', 0, 0), ('Reimer Bo', 0, 0), ('Trine Sick', 0, 0), ('Robert Strandgaard Mikkelsen', 0, 0), ('Dennis Albrechtsen', 0, 0), ('Kristian B. Sørensen', 0, 0), ('Kristoffer Jul', 0, 0), ('Peter Krag', 0, 0), ('Michael Molin', 0, 0), ('Peter Palmgren', 0, 0), ('Tue Bjørn', 0, 0), ('Theis Gottorp', 0, 0), ('Lars O. Nielsen', 0, 0), ('Brian Conradsen', 0, 0), ('Benjamin Lund Lassen', 0, 0), ('Sven Aage Andersen', 0, 0), ('Martin R. Nielsen', 0, 0), ('TT Thomas Tamsen', 0, 0), ('Boggie Claus', 0, 0), ('Jydespætten', 0, 0), ('Marius Artimon', 0, 0), ('Rikke', 0, 0), ('Ole Dupont', 0, 0), ('Sonny Lahey', 0, 0)]","[('Bo Mikkelsen', 0, 0)]","[('Bo Mikkelsen', 0, 0)]"
23945,['Comedy'],United States of America,Carpool,1996,English,"[('Tom Arnold', 2, 0), ('David Paymer', 2, 0), ('Rhea Perlman', 1, 0), ('Rod Steiger', 2, 0), ('Kim Coates', 2, 0), ('Rachael Leigh Cook', 1, 0), ('Mikey Kovar', 2, 0), ('Micah Gardener', 2, 0), ('Jordan Warkol', 0, 0), ('Colleen Rennison', 1, 0), ('John Tench', 0, 0), ('David Kaye', 2, 0)]","[('Arthur Hiller', 2, 0)]",[]
377897,['Action'],United States of America,Barbie: Spy Squad,2016,English,"[('Erica Lindbeck', 1, 0), ('Stephanie Sheh', 0, 0), ('Jenny Pellicer', 0, 0), ('Alyssya Swales', 0, 0), ('Brittney Irvin', 1, 0), ('Brian Dobson', 0, 0), ('Rebecca Husain', 0, 0), ('Cathy Weseluck', 1, 0), ('Ian Hanlin', 0, 0), ('Jonathan Holmes', 2, 0), ('Kathleen Barr', 1, 0)]","[('Conrad Helten', 2, 0)]","[('Marsha Griffin', 0, 0), ('Kacey Arnold', 0, 0)]"
68735,['Action'],Canada,Warcraft,2016,English,"[('Paula Patton', 1, 0), ('Travis Fimmel', 2, 0), ('Ben Foster', 2, 0), ('Robert Kazinsky', 2, 0), ('Dominic Cooper', 2, 0), ('Toby Kebbell', 2, 0), ('Ben Schnetzer', 2, 0), ('Daniel Wu', 2, 0), ('Clancy Brown', 2, 0), ('Ruth Negga', 1, 0), ('Callum Keith Rennie', 2, 0), ('Ryan Robbins', 2, 0), ('Burkley Duffield', 0, 0), ('Donnie MacNeil', 2, 0), ('Michael Adamthwaite', 2, 0), ('Dylan Schombing', 2, 0), ('Mackenzie Gray', 2, 0), ('Terry Notary', 0, 0), ('Anna Galvin', 1, 0), ('Glenn Close', 1, 0), ('Dean Redman', 2, 0), ('Glenn Ennis', 2, 0), ('Elena Wurlitzer', 1, 0), ('Anna Van Hooft', 1, 0), ('Callan Mulvey', 2, 0), ('Adrian Glynn McMorran', 2, 0), ('Kyle Rideout', 2, 0), ('Mike Antonakos', 0, 0), ('Elisabeth Rosen', 1, 0), ('Patrick Sabongui', 2, 0), ('Wesley MacInnes', 0, 0), ('Mackenzie Gray', 2, 0), ('Christian Sloan', 2, 0), ('Valérie Wiseman', 1, 0), ('Dan Payne', 2, 0), ('Eugene Lipinski', 2, 0), ('Christina Jastrzembska', 1, 0), ('Travis MacDonald', 2, 0), ('Frank C. Turner', 2, 0), ('Trevor Mack', 2, 0), ('Donavon Stinson', 2, 0), ('Joel Sturrock', 2, 0), ('Jill Morrison', 1, 0), ('G. Michael Gray', 2, 0), ('Raj Lal', 2, 0), ('Donnie MacNeil', 2, 0), ('Michael Patric', 2, 0)]","[('Duncan Jones', 2, 0)]",[]
60191,['Drama'],Italy,Magnificat,1993,Italian,"[('Luigi Diberti', 2, 0), ('Arnaldo Ninchi', 0, 0), ('Massimo Bellinzoni', 0, 0), ('Dalia Lahav', 0, 0), ('Lorella Morlotti', 0, 0), ('Massimo Sarchielli', 0, 0), ('Brizio Montinaro', 0, 0), ('Marcello Cesena', 0, 0), ('Consuelo Ferrara', 0, 0), ('Nando Gazzolo', 0, 0)]","[('Pupi Avati', 2, 0)]",[]
121793,['Drama'],France,Capital,2012,French,"[('Gad Elmaleh', 0, 0), ('Natacha Régnier', 1, 0), ('Gabriel Byrne', 2, 0), ('Bernard Le Coq', 2, 0), ('Liya Kebede', 0, 0), ('Céline Sallette', 1, 0), ('Hippolyte Girardot', 2, 0), ('Paul Barrett', 2, 0), ('Éric Naggar', 2, 0), ('Yann Sundberg', 2, 0)]","[('Costa-Gavras', 0, 0)]",[]
105945,"['Action', 'Drama']",United States of America,Memorial Day,2011,English,"[('Jonathan Bennett', 2, 0), ('James Cromwell', 2, 0), ('Jackson Bond', 2, 0), ('Mary Kay Fortier-Spalding', 1, 0), ('Emily Fradenburgh', 1, 0), ('John Cromwell', 0, 0), ('Charles Hubbell', 2, 0), ('Steven Luke', 2, 0), ('Chris LeFevere', 0, 0), ('Corby Kelly', 0, 0)]","[('Sam Fischer\t', 0, 0)]","[('Marc Conklin\t', 0, 0)]"
212270,['Action'],Canada,The Flying Man,2013,English,"[('Nick Smyth', 0, 0), ('Rick Cordeiro', 0, 0)]","[('Marcus Alqueres', 0, 0)]","[('Marcus Alqueres', 0, 0), ('Henry Grazinoli', 0, 0)]"
15460,['Drama'],France,A French Gigolo,2008,French,"[('Josiane Balasko', 1, 0), ('Isabelle Carré', 1, 0), ('Nathalie Baye', 1, 0), ('Catherine Hiegel', 0, 0), ('Éric Caravaca', 2, 0)]","[('Josiane Balasko', 1, 0)]","[('Josiane Balasko', 1, 0), ('Franck Lee Joseph', 0, 0)]"
73329,['Comedy'],Greece,Let the Women Wait!,1998,English,"[('Sakis Boulas', 0, 0), ('Argyris Bakirtzis', 0, 0), ('Yannis Zouganelis', 0, 0)]","[('Stavros Tsiolis', 0, 0)]","[('Stavros Tsiolis', 0, 0)]"
63795,['Comedy'],United States of America,Abbott and Costello Meet Captain Kidd,1952,English,"[('Bud Abbott', 2, 0), ('Lou Costello', 2, 0), ('Charles Laughton', 0, 0), ('Hillary Brooke', 1, 0), ('Bill Shirley', 2, 0), ('Leif Erickson', 0, 0), ('Frank Warren', 2, 0)]","[('Charles Lamont', 2, 0)]","[('Howard Dimsdale', 2, 0), ('John Grant', 0, 0)]"
12716,['Drama'],France,My Father's Glory,1990,French,"[('Julien Ciamaca', 0, 0), ('Philippe Caubère', 0, 0), ('Nathalie Roussel', 1, 0), ('Victorien Delamare', 0, 0), ('Didier Pain', 2, 0), ('Thérèse Liotard', 1, 0), ('Joris Molinas', 0, 0), ('Pierre Maguelon', 2, 0), ('Paul Crauchet', 2, 0), ('Michel Modo', 0, 0), ('Jean Rougerie', 0, 0), ('Victor Garrivier', 2, 0), ('Raoul Curet', 2, 0), ('Maxime Lombard', 2, 0), ('Benoit Martin', 0, 0), ('Jean-Pierre Darras', 2, 0), ('Michèle Loubet', 0, 0), ('René Loyon', 0, 0), ('Annick Danis', 0, 0), ('Michèle Barthélémy Zafrilla', 0, 0)]","[('Yves Robert', 2, 0)]",[]
22067,"['Crime', 'Drama']",United States of America,Jason's Lyric,1994,English,"[('Allen Payne', 2, 0), ('Jada Pinkett Smith', 1, 0), ('Bokeem Woodbine', 2, 0), ('Eddie Griffin', 2, 0), ('Suzzanne Douglas', 1, 0), ('Lisa Nicole Carson', 1, 0), ('Lahmard J. Tate', 2, 0), ('Forest Whitaker', 2, 0), (""Sandra 'Pepa' Denton"", 1, 0)]","[('Doug McHenry', 2, 0)]",[]
10562,['Thriller'],United States of America,Under Suspicion,2000,English,"[('Gene Hackman', 2, 0), ('Morgan Freeman', 2, 0), ('Thomas Jane', 2, 0), ('Monica Bellucci', 1, 0), ('Nydia Caro', 0, 0), ('Miguel Ángel Suárez', 2, 0), ('Pablo Cunqueiro', 0, 0), ('Isabel Algaze', 0, 0), ('Jacqueline Duprey', 1, 0), ('Luis Caballero', 0, 0), ('Patricia Beato', 0, 0), ('Sahyly Yamile', 0, 0), ('Héctor Travieso', 0, 0), ('Marisol Calero', 1, 0), ('Vanessa Shenk', 0, 0), ('Eliezer Ortiz', 2, 0), ('Ramon Saldaña', 2, 0)]","[('Stephen Hopkins', 2, 0)]",[]
84496,"['Crime', 'Drama', 'Thriller']",United States of America,Zig Zag,1970,English,"[('George Kennedy', 2, 0), ('Anne Jackson', 1, 0), ('Eli Wallach', 2, 0), ('Steve Ihnat', 2, 0), ('William Marshall', 2, 0), ('Charlene Holt', 1, 0), ('Joe Maross', 2, 0), ('Dana Elcar', 2, 0), ('Walter Brooke', 2, 0), (""Anita O'Day"", 0, 0), ('Joan Tompkins', 1, 0), ('Robert Sampson', 0, 0), ('Leonard Stone', 0, 0), ('Stewart Moss', 0, 0), ('Robert Donner', 2, 0)]","[('Richard A. Colla', 2, 0)]",[]
36786,['Drama'],United States of America,While the City Sleeps,1956,English,"[('Dana Andrews', 2, 0), ('Rhonda Fleming', 1, 0), ('George Sanders', 2, 0), ('Howard Duff', 2, 0), ('Thomas Mitchell', 2, 0), ('Vincent Price', 2, 0), ('Sally Forrest', 1, 0), ('John Drew Barrymore', 2, 0), ('James Craig', 2, 0), ('Ida Lupino', 1, 0), ('Robert Warwick', 2, 0), ('Mae Marsh', 1, 0), ('Ralph Peters', 0, 0), ('Sandy White', 0, 0), ('Larry J. Blake', 2, 0), ('Celia Lovsky', 1, 0), ('Ed Hinton', 0, 0), ('Pitt Herbert', 2, 0), ('Vladimir Sokoloff', 2, 0)]","[('Fritz Lang', 2, 0)]","[('Casey Robinson', 2, 0)]"
410199,['Thriller'],United States of America,ARQ,2016,English,"[('Robbie Amell', 2, 0), ('Rachael Taylor', 1, 0), ('Gray Powell', 0, 0), ('Jacob Neayem', 0, 0), ('Shaun Benson', 2, 0), ('Adam Butcher', 2, 0), ('Jamie Spilchuk', 0, 0)]","[('Tony Elliott', 2, 0)]","[('Tony Elliott', 2, 0)]"
14139,['Thriller'],Spain,Timecrimes,2007,Spanish,"[('Karra Elejalde', 2, 0), ('Candela Fernández', 0, 0), ('Bárbara Goenaga', 1, 0), ('Nacho Vigalondo', 2, 0), ('Juan Inciarte', 2, 0), ('Libby Brien', 0, 0), ('Nicole Dionne', 1, 0), ('Philip Hersh', 0, 0)]","[('Nacho Vigalondo', 2, 0)]","[('Nacho Vigalondo', 2, 0)]"
10707,"['Comedy', 'Drama']",United States of America,The Squid and the Whale,2005,English,"[('Jeff Daniels', 2, 0), ('Laura Linney', 1, 0), ('Jesse Eisenberg', 2, 0), ('Owen Kline', 2, 0), ('William Baldwin', 2, 0), ('Anna Paquin', 1, 0), ('David Benger', 0, 0), ('Elizabeth Meriwether', 1, 0), ('Alexandra Daddario', 1, 0), ('Halley Feiffer', 1, 0), ('Molly Barton', 0, 0), ('Bo Berkman', 0, 0), ('Matthew Kaplan', 0, 0), ('Simon Kaplan', 0, 0), ('Matthew Kirsch', 0, 0), ('Daniella Markowicz', 0, 0), ('Ben Schrank', 0, 0), ('Amy Srebnick', 0, 0), ('Josh Srebnick', 0, 0), ('Emma Straub', 0, 0), ('Alan Wilkis', 0, 0), ('James Hamilton', 0, 0), ('Adam Rose', 2, 0), ('Henry Glovinsky', 0, 0), ('Eli Gelb', 0, 0), ('Wayne Lawson', 0, 0), ('Michael Santiago', 2, 0), ('Juan Torriente', 0, 0), ('Patricia Towers', 0, 0), ('Peggy Gormley', 1, 0), ('Greta Kline', 0, 0), ('Melissa Meyer', 0, 0), ('Benjamin Smolen', 0, 0), ('Michael Countryman', 2, 0), ('Nico Baumbach', 0, 0), ('Maryann Plunkett', 0, 0), ('Hector Otero', 0, 0), ('Ken Leung', 2, 0), ('Jo Yang', 1, 0), ('Andrew Kaempfer', 0, 0), ('Bobby Shue', 0, 0)]","[('Noah Baumbach', 2, 0)]",[]
121317,['Drama'],Sweden,Family Secrets,2001,English,"[('Rolf Lassgård', 2, 0), ('Maria Lundqvist', 1, 0), ('Magnus Krepper', 2, 0), ('Sissela Kyle', 0, 0)]","[('Kjell-Åke Andersson', 0, 0)]",[]
37300,"['Drama', 'Thriller']",United States of America,The Woman in White,1948,English,"[('Alexis Smith', 1, 0), ('Eleanor Parker', 1, 0), ('Sydney Greenstreet', 2, 0), ('Gig Young', 2, 0), ('Agnes Moorehead', 1, 0), ('John Abbott', 2, 0), ('John Emery', 2, 0), ('Curt Bois', 2, 0), ('Emma Dunn', 1, 0), ('Matthew Boulton', 0, 0), ('Anita Sharp-Bolster', 1, 0), ('Clifford Brooke', 0, 0), ('Barry Bernard', 2, 0)]","[('Peter Godfrey', 2, 0)]","[('Stephen Morehouse Avery', 0, 0)]"
469172,['Drama'],France,Manuel on the Island of Wonders,1984,Portuguese,"[('Ruben de Freitas', 0, 0), ('Teresa Madruga', 1, 0), ('Fernando Heitor', 0, 0), ('Marco Paulo de Freitas', 0, 0), ('Diogo Dória', 0, 0), ('Cecília Guimarães', 0, 0), ('Vasco Pimentel', 0, 0), ('José de Freitas', 0, 0), ('Aurélie Chazelle', 0, 0), ('Miguel Silva', 0, 0), ('Pedro M. Ruivo', 0, 0), ('Pedro Fernandes', 0, 0), ('Clara Rolim', 0, 0), ('Luis Gaspar da Silva', 0, 0), ('Tony Jessen', 0, 0), ('Vasco Sequeira', 0, 0), ('Armanda Bacelar', 0, 0), ('Rafael de Sousa', 0, 0), ('José Antônio Gomes', 0, 0), ('Isabel Branco', 0, 0)]","[('Raúl Ruiz', 2, 0)]","[('Raúl Ruiz', 2, 0)]"
30901,['Thriller'],Italy,All the Colors of the Dark,1972,Italian,"[('George Hilton', 0, 0), ('Edwige Fenech', 1, 0), ('Ivan Rassimov', 0, 0), ('Nieves Navarro', 1, 0), ('Julián Ugarte', 2, 0), ('George Rigaud', 2, 0), ('Maria Cumani Quasimodo', 0, 0), ('Marina Malfatti', 1, 0), ('Luciano Pigozzi', 2, 0), ('Dominique Boschero', 1, 0), ('Lisa Leonardi', 0, 0), ('Tom Felleghy', 2, 0), ('Vera Drudi', 0, 0), ('Sergio Martino', 2, 0)]","[('Sergio Martino', 2, 0)]",[]
37174,"['Comedy', 'Drama']",Russia,Carnival,1982,Russian,"[('Irina Muravyova', 1, 0), ('Yuriy Yakovlev', 2, 0), ('Klara Luchko', 1, 0), ('Aleksandr Abdulov', 2, 0), ('Vera Vasileva', 1, 0), ('Aleksandr Mikhaylov', 0, 0), ('Lidiya Smirnova', 1, 0), ('Valentina Titova', 0, 0)]","[('Tatyana Lioznova', 0, 0)]","[('Anna Rodionova', 0, 0), ('Tatyana Lioznova', 0, 0)]"
107355,['Drama'],United States of America,The Kidnapping Of The President,1980,English,"[('William Shatner', 2, 0), ('Hal Holbrook', 2, 0), ('Van Johnson', 2, 0), ('Ava Gardner', 1, 0), ('Maury Chaykin', 2, 0), ('Elizabeth Shepherd', 0, 0), ('Miguel Fernandes', 2, 0), ('Cindy Girling', 1, 0)]","[('George Mendeluk', 2, 0)]",[]
3102,['Drama'],Russia,My Step Brother Frankenstein,2005,English,"[('Sergey Gazarov', 0, 0), ('Vladimir Bogdanov', 2, 0), ('Artem Shalimov', 0, 0), ('Sergey Garmash', 2, 0), ('Elena Yakovleva', 1, 0), ('Daniil Spivakovskiy', 2, 0), ('Leonid Yarmolnik', 0, 0)]","[('Valery Todorovsky', 2, 0)]",[]
197,"['Action', 'Drama']",United States of America,Braveheart,1995,English,"[('Mel Gibson', 2, 0), ('Catherine McCormack', 0, 0), ('Sophie Marceau', 1, 0), ('Patrick McGoohan', 2, 0), ('Angus Macfadyen', 2, 0), ('Brendan Gleeson', 2, 0), ('James Robinson', 0, 0), ('James Cosmo', 2, 0), ('Sean McGinley', 2, 0), ('Gerda Stevenson', 0, 0), ('Mhairi Calvey', 0, 0), ('Jeanne Marine', 0, 0), ('Sean Lawlor', 2, 0), ('Sandy Nelson', 0, 0), ('Alan Tall', 0, 0), ('Andrew Weir', 0, 0), ('Brian Cox', 2, 0), ('Peter Hanly', 2, 0), ('Stephen Billington', 2, 0), ('Tommy Flanagan', 2, 0), ('Rupert Vansittart', 2, 0), ('Tam White', 0, 0), ('Ian Bannen', 2, 0), (""David O'Hara"", 2, 0), ('Peter Mullan', 2, 0), ('David Gant', 2, 0), ('Malcolm Tierney', 2, 0), ('Martin Murphy', 0, 0), ('Gerard McSorley', 0, 0), ('Bernard Horsfall', 2, 0), ('Richard Leaf', 2, 0), ('Liam Carney', 0, 0), ('Ralph Riach', 2, 0), ('Barry McGovern', 2, 0), ('John Kavanagh', 2, 0), ('Alun Armstrong', 2, 0), ('Julie Austin', 0, 0), ('Alex Norton', 2, 0), ('Michael Byrne', 2, 0), ('William Scott-Masson', 0, 0), ('Dean Lopata', 2, 0), ('Donal Gibson', 2, 0), ('Jimmy Chisholm', 0, 0), ('John Murtagh', 0, 0), ('David McKay', 2, 0), (""Niall O'Brien"", 0, 0), ('Martin Dempsey', 2, 0), ('Jimmy Keogh', 0, 0), ('Joe Savino', 0, 0), ('Mal Whyte', 0, 0), ('Paul Tucker', 0, 0), ('Graeme Ford', 0, 0), ('Greg Jeloudov', 0, 0), ('Rana Morrison', 0, 0), (""Jer O'Leary"", 0, 0)]","[('Mel Gibson', 2, 0)]",[]
19354,['Drama'],Germany,The Adventures of Prince Achmed,1926,German,"[('Dana Dempsey', 0, 0)]","[('Carl Koch', 2, 0), ('Lotte Reiniger', 1, 0)]",[]
15469,"['Crime', 'Drama', 'Thriller']",France,Five Miles to Midnight,1962,English,"[('Sophia Loren', 1, 0), ('Anthony Perkins', 2, 0), ('Gig Young', 2, 0), ('Jean-Pierre Aumont', 2, 0), ('Yolande Turner', 0, 0), ('Tommy Norden', 0, 0), ('Mathilde Casadesus', 1, 0), ('Billy Kearns', 0, 0), ('Elina Labourdette', 1, 0)]","[('Anatole Litvak', 2, 0)]",[]
9890,"['Action', 'Comedy']",United States of America,The Stepford Wives,2004,English,"[('Nicole Kidman', 1, 0), ('Matthew Broderick', 2, 0), ('Bette Midler', 0, 0), ('Glenn Close', 1, 0), ('Christopher Walken', 2, 0), ('Roger Bart', 2, 0), ('David Marshall Grant', 2, 0), ('Jon Lovitz', 2, 0), ('Matt Malloy', 2, 0), ('Kate Shindle', 1, 0), ('Fallon Brooking', 0, 0), ('Robert Stanton', 2, 0), ('Faith Hill', 1, 0), ('Dylan Hartigan', 0, 0), ('Tom Riis Farrell', 2, 0), ('Christopher Evan Welch', 2, 0), ('Lorri Bagley', 1, 0), ('Lisa Masters', 1, 0), ('Jason Kravits', 2, 0), ('Colleen Dunn', 1, 0), ('Andrea Anders', 1, 0), ('KaDee Strickland', 1, 0)]","[('Frank Oz', 2, 0)]",[]
284284,['Drama'],United States of America,The Keeping Room,2014,English,"[('Hailee Steinfeld', 1, 0), ('Sam Worthington', 2, 0), ('Brit Marling', 1, 0), ('Muna Otaru', 0, 0), ('Nicholas Pinnock', 2, 0), ('Charles Jarman', 0, 0), ('Kyle Soller', 0, 0), ('Ned Dennehy', 0, 0), ('Amy Nuttall', 0, 0)]","[('Daniel Barber', 2, 0)]","[('Julia Hart', 0, 0)]"
10741,['Drama'],United States of America,Bobby,2006,English,"[('Anthony Hopkins', 2, 0), ('Heather Graham', 1, 0), ('Ashton Kutcher', 2, 0), ('Mary Elizabeth Winstead', 1, 0), ('Helen Hunt', 1, 0), ('Shia LaBeouf', 2, 0), ('Harry Belafonte', 2, 0), ('Joy Bryant', 1, 0), ('Nick Cannon', 2, 0), ('Emilio Estevez', 2, 0), ('Laurence Fishburne', 2, 0), ('Lindsay Lohan', 1, 0), ('William H. Macy', 2, 0), ('Demi Moore', 1, 0), ('Martin Sheen', 2, 0), ('Christian Slater', 2, 0), ('Sharon Stone', 1, 0), ('Elijah Wood', 2, 0), ('Joshua Jackson', 2, 0)]","[('Emilio Estevez', 2, 0)]",[]
14326,['Drama'],Australia,Nights in Rodanthe,2008,English,"[('Diane Lane', 1, 0), ('Richard Gere', 2, 0), ('Christopher Meloni', 2, 0), ('Viola Davis', 1, 0), ('Becky Ann Baker', 1, 0), ('Ato Essandoh', 2, 0), ('Linda Molloy', 1, 0), ('Pablo Schreiber', 2, 0), ('Mae Whitman', 1, 0), ('Charlie Tahan', 2, 0), ('Carolyn McCormick', 1, 0), ('Ted Manson', 2, 0), ('James Franco', 2, 0)]","[('George C. Wolfe', 2, 0)]",[]
4107,"['Action', 'Drama']",Ireland,Bloody Sunday,2002,English,"[('James Nesbitt', 2, 0), ('Allan Gildea', 0, 0), ('Gerard Crossan', 0, 0), ('Mary Moulds', 1, 0), ('Carmel McCallion', 0, 0), ('Tim Pigott-Smith', 2, 0), ('Nicholas Farrell', 2, 0), ('Christopher Villiers', 2, 0), ('James Hewitt', 0, 0), ('Declan Duddy', 0, 0), ('Edel Frazer', 0, 0), ('Joanne Lindsay', 0, 0), ('Mike Edwards', 0, 0), ('Gerry Hammond', 0, 0), ('Jason Stammers', 0, 0), ('Ken Williams', 0, 0), ('Bryan Watts', 0, 0), ('Simon Mann', 0, 0), ('Rhidian Bridge', 0, 0), (""Johnny O'Donnell"", 0, 0), ('David Clayton Rogers', 2, 0), (""Sean O'Kane"", 2, 0), ('Thomas McEleney', 0, 0), ('Deirdre Irvine', 0, 0), ('Gerry Newton', 0, 0)]","[('Paul Greengrass', 2, 0)]",[]
383121,"['Action', 'Comedy']",United States of America,Kindergarten Cop 2,2016,English,"[('Dolph Lundgren', 2, 0), ('Sarah Strange', 1, 0), ('Andre Tricoteux', 0, 0), ('Aleks Paunovic', 2, 0), ('Fiona Vroom', 0, 0), ('Rebecca Olson', 1, 0), ('Bill Bellamy', 2, 0), ('Jody Thompson', 1, 0), ('Darla Taylor', 0, 0), ('Carolyn Adair', 1, 0), ('Enid-Raye Adams', 1, 0), ('Jenny Sandersson', 0, 0), ('Chris Violette', 2, 0), ('Nicholas Carella', 2, 0), ('Michael P. Northey', 2, 0), ('Raphael Alejandro', 0, 0), ('Dean Petriw', 0, 0), ('Abbie Magnuson', 0, 0), ('Josiah Black', 0, 0), ('Tyreah Herbert', 0, 0), ('Blake Stadel', 2, 0), ('Valencia Budijanto', 0, 0), ('Oscar Hartley', 0, 0), ('William Budijanto', 0, 0)]","[('Don Michael Paul', 2, 0)]","[('David H. Steinberg', 2, 0)]"
9722,['Comedy'],United States of America,Bewitched,2005,English,"[('Nicole Kidman', 1, 0), ('Will Ferrell', 2, 0), ('Shirley MacLaine', 1, 0), ('Michael Caine', 2, 0), ('Jason Schwartzman', 2, 0), ('Kristin Chenoweth', 1, 0), ('Heather Burns', 1, 0), ('Jim Turner', 2, 0), ('Stephen Colbert', 2, 0), ('David Alan Grier', 2, 0), ('Michael Badalucco', 2, 0), ('Carole Shelley', 1, 0), ('Steve Carell', 2, 0), ('Katie Finneran', 1, 0), ('James Lipton', 2, 0), ('Brittany Krall', 1, 0), ('Alison MacInnis', 1, 0), ('Wendi McLendon-Covey', 1, 0), ('Amy Sedaris', 1, 0)]","[('Nora Ephron', 0, 0)]",[]
393407,['Comedy'],France,They Are Everywhere,2016,French,"[('Yvan Attal', 2, 0), ('Benoît Poelvoorde', 2, 0), ('Valérie Bonneton', 1, 0), ('Dany Boon', 2, 0), ('Charlotte Gainsbourg', 1, 0), ('Grégory Gadebois', 2, 0), ('Denis Podalydès', 2, 0), ('Gilles Lellouche', 2, 0), ('François Damiens', 2, 0), ('Freya Mavor', 1, 0)]","[('Yvan Attal', 2, 0)]",[]
