id,genres,country,title,year,language,actors,director,writers
15059,['Drama'],United Kingdom,The Loss of Sexual Innocence,1999,English,"[('Julian Sands', 2, 0), ('Saffron Burrows', 0, 0), ('Justin Chadwick', 2, 0), ('Stefano Dionisi', 0, 0), ('Kelly Macdonald', 1, 0), ('Gina McKee', 1, 0), ('Jonathan Rhys Meyers', 2, 0), ('Bernard Hill', 2, 0), ('Rossy de Palma', 1, 0), ('John Cowey', 0, 0), ('Nina McKay', 0, 0), ('Dickson Osa-Omorogbe', 0, 0), ('Jock Gibson Cowl', 0, 0), ('Femi Ogunbanjo', 0, 0), ('Hanne Klintoe', 0, 0)]","[('Mike Figgis', 2, 0)]",[]
43131,['Comedy'],United States of America,Speak Easily,1932,English,"[('Buster Keaton', 2, 0), ('Jimmy Durante', 2, 0), ('Ruth Selwyn', 1, 0), ('Thelma Todd', 1, 0), ('Hedda Hopper', 1, 0), ('Sidney Toler', 0, 0)]","[('Edward Sedgwick', 2, 0)]",[]
194853,['Drama'],Argentina,The Guns,1964,Portuguese,"[('Maria Adélia', 0, 0), ('Joel Barcellos ', 2, 0), ('Leonidas Bayer', 2, 0), ('Paulo Campos', 0, 0), ('Hugo Carvana', 2, 0), ('Ivan Cândido', 2, 0), ('Maria Gladys', 1, 0), ('Átila Iório', 0, 0), ('Hugo Kusnetzoff', 0, 0), ('Maria Ligia', 0, 0), ('Mauricio Loyola', 0, 0), ('Paulo César Peréio', 0, 0), ('Antônio Pitanga', 2, 0), ('Ruy Polanah', 0, 0), ('Cecil Thiré', 0, 0), ('Nelson Xavier', 2, 0), ('Billy Davis', 0, 0)]","[('Ruy Guerra', 2, 0)]",[]
174337,"['Comedy', 'Drama']",United States of America,The Pretty One,2014,English,"[('Zoe Kazan', 1, 0), ('Jake Johnson', 2, 0), ('Ron Livingston', 2, 0), ('Danny Pudi', 2, 0), ('Sterling Beaumon', 2, 0), ('John Carroll Lynch', 2, 0), ('Frankie Shaw', 1, 0), ('Sabrina Lloyd', 1, 0), ('Jeremy Howard', 2, 0), (""Shae D'Lyn"", 1, 0), ('Bronwyn Cornelius', 1, 0), ('Luka Jones', 2, 0), ('Dale Raoul', 1, 0), ('Mark Kelly', 2, 0), ('Jennifer Lafleur', 1, 0), ('Tyler Nunes', 0, 0), ('Devan Leos', 2, 0)]","[('Jenée LaMarque', 0, 0)]","[('Jenée LaMarque', 0, 0)]"
319513,['Drama'],Belgium,Zurich,2015,Dutch,"[('Wende Snijders', 0, 0), ('Barry Atsma', 0, 0), ('Eva Duijvestein', 0, 0), ('Waléra Kanischtscheff', 2, 0), ('Sascha Alexander', 0, 0), ('Tristan Göbel', 0, 0)]","[('Sacha Polak', 0, 0)]","[('Helena van der Meulen', 0, 0)]"
18920,['Comedy'],Sweden,Vi hade i alla fall tur med vädret,1980,Swedish,"[('Rolf Skoglund', 0, 0), ('Claire Wikholm', 0, 0), (""Gunnar 'Knas' Lindkvist"", 0, 0), ('Lotta Thomsen', 0, 0), ('Johan Öhman', 0, 0)]","[('Kjell Sundvall', 0, 0)]",[]
82066,"['Comedy', 'Drama']",Italy,"Oh, Serafina!",1976,Italian,"[('Dalila Di Lazzaro', 1, 0), ('Renato Pozzetto', 0, 0), ('Angelica Ippolito', 0, 0), ('Fausto Tozzi', 2, 0), ('Aldo Giuffrè', 0, 0), ('Marisa Merlini', 0, 0), ('Enrico Beruschi', 0, 0), ('Gino Bramieri', 0, 0), ('Angelica Ippolito', 0, 0)]","[('Alberto Lattuada', 2, 0)]",[]
65642,"['Comedy', 'Drama']",France,The Story of a Cheat,1936,French,"[('Sacha Guitry', 0, 0), ('Jacqueline Delubac', 0, 0), ('Marguerite Moreno', 1, 0), ('Pauline Carton', 1, 0), ('Rosine Deréan', 0, 0), ('Fréhel', 0, 0), ('Elmire Vautier', 0, 0), ('Serge Grave', 0, 0), ('Pierre Asso', 0, 0), ('Roger Duchesne', 0, 0), ('Henri Pfeifer', 0, 0), ('Pierre Labry', 0, 0), ('Gaston Dupray', 0, 0), ('Adolphe Borchard', 0, 0), ('Fernand Trignol', 0, 0), ('Roger Royer', 0, 0)]","[('Sacha Guitry', 0, 0)]","[('Sacha Guitry', 0, 0)]"
46114,"['Action', 'Comedy']",Hong Kong,The 36 Crazy Fists,1977,Chinese,"[('Jackie Chan', 2, 0), ('Paul Chun Pui', 2, 0), ('Fung Hak-On', 0, 0), ('Tony Leung Siu-Hung', 0, 0), ('Yen Shi-Kwan', 2, 0), ('Lau Ga-Yung', 2, 0), ('Ku Feng', 2, 0), ('Michelle Yim', 0, 0), ('San Kuai', 0, 0), ('Chan Lau', 0, 0), ('Chiang Cheng', 0, 0), ('Lee Man-Tai', 0, 0), ('Pak Sha-Lik', 0, 0)]","[('Chen Chi-Hwa', 0, 0)]",[]
55441,['Comedy'],United States of America,Fancy Pants,1950,English,"[('Bob Hope', 2, 0), ('Lucille Ball', 1, 0), ('Bruce Cabot', 2, 0), ('Lea Penman', 1, 0), ('Jack Kirkwood', 2, 0), ('Hugh French', 2, 0), ('Eric Blore', 0, 0), ('Joseph Vitale', 2, 0), ('John Alexander', 2, 0), ('Norma Varden', 1, 0), ('Virginia Keiley', 0, 0), ('Colin Keith-Johnston', 2, 0), ('Joe Wong', 0, 0)]","[('George Marshall', 2, 0)]",[]
302802,['Drama'],Italy,Tre tocchi,2014,Italian,"[('Massimiliano Benvenuto', 0, 0), ('Leandro Amato', 0, 0), ('Emiliano Ragno', 0, 0), ('Antonio Folletto', 0, 0), ('Vincenzo De Michele', 0, 0), ('Gilles Rocca', 0, 0), ('Alessia Alciati', 0, 0), ('Letizia Ciampa', 0, 0), ('Francesca Inaudi', 1, 0), ('Claudio Santamaria', 2, 0), ('Marco Giallini', 2, 0), ('Luca Argentero', 2, 0), ('Valentina Lodovini', 1, 0), ('Lucia Rossi', 0, 0), ('Gianfranco Salemi', 0, 0), ('Gianfranco Gallo', 0, 0), ('Paolo Sorrentino', 2, 0), ('Maurizio Mattioli', 2, 0), ('Matteo Branciamore', 0, 0), ('Jonis Bashir', 0, 0), ('Martina Codecasa', 0, 0), ('Marco Guadagno', 0, 0), ('Ida Di Benedetto', 1, 0), ('Marcello Magnelli', 2, 0)]","[('Marco Risi', 0, 0)]",[]
22536,"['Drama', 'Thriller']",South Korea,Thirst,2009,Korean,"[('Song Kang-ho', 2, 0), ('Kim Ok-bin', 0, 0), ('Kim Hae-sook', 0, 0), ('Shin Ha-kyun', 0, 0), ('Song Young-chang', 0, 0), ('Mercedes Cabral', 0, 0), ('Eriq Ebouaney', 2, 0), ('Seo Dong-Soo', 0, 0), ('Oh Dal-su', 2, 0), ('Park In-hwan', 0, 0)]","[('Park Chan-wook', 2, 0)]",[]
41483,"['Comedy', 'Drama']",Serbia,Here and There,2009,Serbian,"[('David Thornton', 2, 0), ('Branislav Trifunović', 0, 0), ('Cyndi Lauper', 1, 0), ('Mirjana Karanović', 1, 0), ('Jelena Mrđa', 0, 0), ('Antone Pagan', 0, 0), ('Feđa Stojanović', 0, 0), ('Max King', 2, 0), ('Fredda Lomsky', 1, 0), ('Eli', 0, 0), ('Željko Erkić', 0, 0), ('Vladimir Bibic', 0, 0), ('Mirjana Đurđević', 1, 0), ('Lew Lew', 0, 0), ('Goran Radaković', 0, 0)]","[('Darko Lungulov', 0, 0)]",[]
4781,['Drama'],Sweden,The War Is Over,1966,French,"[('Yves Montand', 2, 0), ('Ingrid Thulin', 1, 0), ('Geneviève Bujold', 0, 0), ('Jean Dasté', 0, 0), ('Dominique Rozan', 2, 0), ('Marie Mergey', 0, 0), ('Anouk Ferjac', 0, 0), ('Paul Crauchet', 2, 0), ('Claire Duhamel', 1, 0), ('Antoine Bourseiller', 0, 0), ('Michel Piccoli', 2, 0), ('Bernard Fresson', 2, 0), ('Roland Monod', 0, 0), ('Laurence Badie', 0, 0), ('Pierre Decazes', 0, 0), ('Antoine Vitez', 0, 0), ('Jean Bouise', 2, 0), ('Yvette Etiévant', 1, 0), ('Annie Fargue', 0, 0), ('Gérard Séty', 2, 0), ('Jacques Rispal', 2, 0), ('Marcel Cuvelier', 0, 0), ('Roger Pelletier', 0, 0), ('Pierre Leproux', 0, 0), ('Gérard Lartigau', 2, 0), ('Catherine de Seynes', 0, 0), ('Jean-François Rémi', 0, 0)]","[('Alain Resnais', 2, 0)]",[]
64349,"['Drama', 'Crime']",France,Série noire,1979,French,"[('Patrick Dewaere', 2, 0), ('Bernard Blier', 2, 0), ('Marie Trintignant', 1, 0), ('Myriam Boyer', 1, 0), ('Jeanne Herviale', 0, 0), ('Andreas Katsulas', 2, 0), ('Charlie Farnel', 0, 0), ('Samuel Mek', 0, 0), ('Jack Jourdain', 0, 0), ('Fernand Coquet', 0, 0)]","[('Alain Corneau', 2, 0)]","[('Alain Corneau', 2, 0)]"
180050,['Drama'],Romania,Cigarettes and Coffee,2004,Romanian,"[('Victor Rebengiuc', 0, 0), ('Mimi Branescu', 0, 0)]","[('Cristi Puiu', 0, 0)]","[('Cristi Puiu', 0, 0)]"
244563,['Drama'],United States of America,"Kumiko, the Treasure Hunter",2015,English,"[('Rinko Kikuchi', 0, 0), ('Nobuyuki Katsube', 0, 0), ('Shirley Venard', 0, 0), ('David Zellner', 2, 0), ('Nathan Zellner', 2, 0), ('Kanako Higashi', 0, 0), ('Ichi Kyokaku', 0, 0), ('Ayaka Ohnishi', 0, 0), ('Mayuko Kawakita', 0, 0), ('Takao Kinoshita', 0, 0), ('Yumiko Hioki', 0, 0)]","[('David Zellner', 2, 0)]","[('David Zellner', 2, 0), ('Nathan Zellner', 2, 0)]"
14170,['Comedy'],United States of America,Funny Farm,1988,English,"[('Chevy Chase', 2, 0), ('Madolyn Smith Osborne', 1, 0), (""Kevin O'Morrison"", 2, 0), ('Joseph Maher', 2, 0), ('Jack Gilpin', 2, 0), ('Caris Corfman', 1, 0), ('William Severs', 0, 0), ('Mike Starr', 2, 0), ('Glenn Plummer', 2, 0), ('William Duell', 2, 0), ('Helen Lloyd Breed', 0, 0), ('Kit Le Fever', 0, 0), ('Dakin Matthews', 2, 0), ('William Newman', 2, 0), ('Alice Drummond', 1, 0), ('Kevin Conway', 2, 0)]","[('George Roy Hill', 2, 0)]",[]
103168,['Action'],United States of America,Apache Country,1952,English,"[('Gene Autry', 2, 0), ('Champion', 0, 0), ('Carolina Cotton', 1, 0), ('Harry Lauter', 0, 0), ('Mary Scott', 1, 0), ('Sydney Mason', 0, 0), ('Francis X. Bushman', 2, 0), ('Pat Buttram', 2, 0)]","[('George Archainbaud', 2, 0)]","[('Norman S. Hall', 0, 0)]"
47232,['Comedy'],Italy,Hotel,2001,English,"[('Max Beesley', 0, 0), ('Mark Strong', 2, 0), ('Salma Hayek', 1, 0), ('Danny Huston', 2, 0), ('Rhys Ifans', 2, 0), ('Jason Isaacs', 2, 0), ('Lucy Liu', 1, 0), ('John Malkovich', 2, 0), ('Burt Reynolds', 2, 0), ('David Schwimmer', 2, 0)]","[('Mike Figgis', 2, 0)]","[('Mike Figgis', 2, 0)]"
252956,"['Crime', 'Drama']",United States of America,Bullet Scars,1942,English,"[('Regis Toomey', 2, 0), ('Adele Longmire', 1, 0), ('Howard Da Silva', 2, 0), ('Ben Welden', 2, 0), ('John Ridgely', 0, 0), ('Frank Wilcox', 2, 0), ('Tod Andrews', 2, 0), ('Hobart Bosworth', 2, 0), ('Roland Drew', 2, 0), ('Walter Brooke', 2, 0), ('Creighton Hale', 2, 0), ('Hank Mann', 2, 0), ('Sol Gorss', 0, 0), ('Don Turner', 2, 0), ('William Hopper', 2, 0), ('Fred Kelsey', 2, 0), ('Charles Drake', 2, 0)]","[('D. Ross Lederman', 0, 0)]","[('Charles Belden', 0, 0), ('Robert E. Kent', 2, 0), ('Sy Barlett', 0, 0)]"
57718,"['Action', 'Comedy']",United States of America,Megamind: The Button Of Doom,2011,English,"[('Will Ferrell', 2, 0), ('David Cross', 2, 0)]","[('Simon J. Smith', 2, 0)]","[('Alan J. Schoolcraft', 0, 0), ('Brent Simons', 2, 0)]"
183011,['Action'],United States of America,Justice League: The Flashpoint Paradox,2013,English,"[('Justin Chambers', 2, 0), ('Kevin Conroy', 2, 0), ('Kevin McKidd', 2, 0), ('Michael B. Jordan', 2, 0), ('C. Thomas Howell', 2, 0), ('Vanessa Marshall', 1, 0), ('Cary Elwes', 2, 0), ('Sam Daly', 2, 0), ('Dana Delany', 1, 0), ('Nathan Fillion', 2, 0), ('Danny Huston', 2, 0), ('Ron Perlman', 2, 0), ('Dee Bradley Baker', 2, 0), ('Steve Blum', 2, 0), ('Grey Griffin', 1, 0), ('Danny Jacobs', 2, 0), ('Jennifer Hale', 1, 0), ('Peter Jessop', 0, 0), ('Kevin Michael Richardson', 2, 0), ('Hynden Walch', 1, 0), ('Andrea Romano', 0, 0), ('Candi Milo', 0, 0), ('James Patrick Stuart', 2, 0)]","[('Jay Oliva', 2, 0)]",[]
9557,['Comedy'],Germany,Boat Trip,2002,English,"[('Cuba Gooding Jr.', 2, 0), ('Horatio Sanz', 2, 0), ('Roselyn Sánchez', 1, 0), ('Vivica A. Fox', 1, 0), ('Maurice Godin', 2, 0), ('Roger Moore', 2, 0), ('Victoria Silvstedt', 1, 0), ('Lin Shaye', 1, 0), ('Jennifer Gareis', 1, 0), ('Zen Gesner', 2, 0), ('Ken Hudson Campbell', 2, 0), ('Richard Roundtree', 2, 0), ('Bob Gunton', 2, 0)]","[('Mort Nathan', 2, 0)]",[]
67429,"['Drama', 'Comedy']",France,The Model Couple,1977,French,"[('André Dussollier', 2, 0), ('Anémone', 1, 0), ('Georges Descrières', 0, 0), ('Jacques Boudet', 2, 0), ('Zouc', 1, 0), ('Eddie Constantine', 2, 0), ('André Penvern', 0, 0)]","[('William Klein', 0, 0)]","[('William Klein', 0, 0)]"
24190,['Drama'],Austria,Time of the Wolf,2003,French,"[('Isabelle Huppert', 1, 0), ('Patrice Chéreau', 2, 0), ('Brigitte Roüan', 1, 0), ('Daniel Duval', 2, 0), ('Béatrice Dalle', 1, 0)]","[('Michael Haneke', 2, 0)]",[]
64131,"['Crime', 'Drama', 'Thriller']",France,Mauvais Sang,1986,French,"[('Denis Lavant', 2, 0), ('Juliette Binoche', 1, 0), ('Michel Piccoli', 2, 0), ('Julie Delpy', 1, 0), ('Hans Meyer', 2, 0), ('Serge Reggiani', 2, 0), ('Mireille Perrier', 1, 0), ('Hugo Pratt', 0, 0), ('Carroll Brooks', 0, 0), ('Jérôme Zucca', 0, 0), ('Paul Handford', 0, 0), ('Charles Schmitt', 0, 0), ('François Négret', 0, 0), ('Philippe Fretun', 0, 0), ('Thomas Peckre', 0, 0), ('Ralph Brown', 2, 0), ('Eric Vasberg', 0, 0), ('Leos Carax', 0, 0)]","[('Leos Carax', 0, 0)]","[('Leos Carax', 0, 0)]"
89463,"['Drama', 'Thriller']",United States of America,Perry Mason: The Case of the Sinister Spirit,1987,English,"[('Raymond Burr', 2, 0), ('Barbara Hale', 1, 0), ('William Katt', 2, 0), ('Robert Stack', 2, 0), ('Kim Delaney', 1, 0), ('Dwight Schultz', 2, 0), ('Leigh Taylor-Young', 1, 0)]","[('Richard Lang', 2, 0)]",[]
42456,['Comedy'],United States of America,40 Carats,1973,English,"[('Liv Ullmann', 1, 0), ('Edward Albert', 2, 0), ('Gene Kelly', 2, 0), ('Binnie Barnes', 1, 0), ('Deborah Raffin', 1, 0), ('Billy Green Bush', 2, 0)]","[('Milton Katselas', 2, 0)]",[]
217414,['Comedy'],Spain,¿Quién mató a Bambi?,2013,Spanish,"[('Quim Gutiérrez', 0, 0), ('Julián Villagrán', 0, 0), ('Clara Lago', 1, 0), ('Úrsula Corberó', 0, 0), ('Enrico Vecchi', 0, 0), ('Ernesto Alterio', 2, 0), ('Joaquín Núñez', 0, 0), ('Carmina Barrios', 0, 0), ('José Ángel Egido', 0, 0), ('Belén Ponce de León', 0, 0), ('Antonio Estrada', 0, 0), ('Pedro Mari Sánchez', 0, 0), ('Paco Moreno', 2, 0), ('Sebastián Haro', 0, 0), ('Manolo Solo', 0, 0), ('Juan Carlos Sánchez', 0, 0), ('José Chaves', 2, 0), ('Pablo Baena', 0, 0), ('Juan Motilla', 0, 0), ('Mari Paz Sayago', 1, 0), ('Andrés Iniesta', 2, 0)]","[('Santi Amodeo', 0, 0)]",[]
394822,['Drama'],Germany,London Town,2017,English,"[('Jonathan Rhys Meyers', 2, 0), ('Daniel Huttlestone', 2, 0), ('Dougray Scott', 2, 0), ('Natascha McElhone', 1, 0), ('Tom Hughes', 2, 0), ('Kerry Howard', 1, 0), ('Nell Williams', 0, 0), ('Samuel Robertson', 0, 0), ('Kamryn Boyd', 0, 0), ('Meredith Ostrom', 0, 0), ('Jeff Leach', 0, 0), ('Alex Marx', 2, 0), ('Michael Chapman', 2, 0)]","[('Derrick Borte', 2, 0)]",[]
31116,"['Thriller', 'Drama']",United States of America,Zaat,1971,English,"[('Marshall Grauer', 0, 0), ('Wade Popwell', 0, 0), ('Paul Galloway', 0, 0), ('Gerald Cruse', 0, 0), ('Sanna Ringhaver', 0, 0), ('Dave Dickerson', 0, 0), ('Rich Valliere', 0, 0), ('Nancy Lien', 0, 0)]","[('Don Barton', 0, 0), ('Arnold Stevens', 0, 0)]","[('Don Barton', 0, 0), ('Arnold Stevens', 0, 0)]"
64984,['Comedy'],United Kingdom,The Admirable Crichton,1957,English,"[('Kenneth More', 2, 0), ('Cecil Parker', 2, 0), ('Diane Cilento', 1, 0)]","[('Lewis Gilbert', 2, 0)]",[]
5753,"['Thriller', 'Action']",United States of America,Deadly Prey,1987,English,"[('Troy Donahue', 2, 0), ('Ted Prior', 0, 0), ('David James Campbell', 0, 0), ('Fritz Matthews', 0, 0), ('Dawn Abraham', 0, 0), ('Suzanne Tara', 0, 0), ('William Zipp', 0, 0), ('Thomas Baldwin', 0, 0), ('Leo Weltman', 2, 0), ('Timothy Elwell', 0, 0), (""Brian O'Connor"", 0, 0), ('Sean Holton', 0, 0), ('Darrel Guilbeau', 0, 0), ('Cameron Mitchell', 2, 0)]","[('David A. Prior', 0, 0)]",[]
35077,['Thriller'],United States of America,Three Strangers,1946,English,"[('Sydney Greenstreet', 2, 0), ('Geraldine Fitzgerald', 1, 0), ('Peter Lorre', 2, 0), ('Joan Lorring', 1, 0), ('Robert Shayne', 2, 0), ('Marjorie Riordan', 1, 0), ('Arthur Shields', 2, 0), ('Rosalind Ivan', 1, 0), ('John Alvin', 2, 0), ('Peter Whitney', 2, 0), ('Alan Napier', 2, 0), ('Clifford Brooke', 0, 0), ('Doris Lloyd', 1, 0)]","[('Jean Negulesco', 2, 0)]",[]
9994,['Comedy'],United States of America,The Great Mouse Detective,1986,English,"[('Barrie Ingham', 2, 0), ('Val Bettin', 2, 0), ('Vincent Price', 2, 0), ('Susanne Pollatschek', 1, 0), ('Candy Candido', 2, 0), ('Diana Chesney', 1, 0), ('Eve Brenner', 1, 0), ('Alan Young', 2, 0), ('Basil Rathbone', 2, 0), ('Ellen Fitzhugh', 1, 0), ('Walker Edmiston', 0, 0), ('Wayne Allwine', 2, 0), ('Tony Anselmo', 2, 0)]","[('Ron Clements', 2, 0), ('Burny Mattinson', 0, 0), ('David Michener', 2, 0), ('John Musker', 2, 0)]",[]
342281,['Comedy'],Belgium,Family For Rent,2015,French,"[('Benoît Poelvoorde', 2, 0), ('Virginie Efira', 1, 0), ('François Morel', 2, 0), ('Edith Scob', 1, 0), ('Philippe Rebbot', 2, 0), ('Pauline Serieys', 0, 0), ('Calixte Broisin-Doutaz', 0, 0), ('Nancy Tate', 0, 0)]","[('Jean-Pierre Améris', 2, 0)]",[]
348689,"['Action', 'Drama']",South Korea,Memories of the Sword,2015,Korean,"[('Lee Byung-hun', 2, 0), ('Jeon Do-yeon', 1, 0), ('Kim Go-eun', 1, 0), ('Lee Jun-ho', 2, 0), ('Lee Kyoung-young', 2, 0), ('Kim Tae-woo', 2, 0), ('Kim Soo-an', 1, 0), ('Bae Soo-bin', 0, 0), ('Kim Young-min', 0, 0)]","[('Park Heung-sik', 2, 0)]","[('Choi Ah-reum', 0, 0), ('Park Heung-sik', 2, 0)]"
68,['Comedy'],United Kingdom,Brazil,1985,English,"[('Jonathan Pryce', 2, 0), ('Robert De Niro', 2, 0), ('Katherine Helmond', 1, 0), ('Ian Holm', 2, 0), ('Bob Hoskins', 2, 0), ('Michael Palin', 2, 0), ('Ian Richardson', 2, 0), ('Terry Gilliam', 2, 0), ('Peter Vaughan', 2, 0), ('Kim Greist', 1, 0), ('Jim Broadbent', 2, 0), (""Derrick O'Connor"", 2, 0), ('Roger Ashton-Griffiths', 2, 0), ('John Pierce Jones', 2, 0), ('Barbara Hicks', 1, 0), ('Charles McKeown', 0, 0), ('Kathryn Pogson', 0, 0), ('Bryan Pringle', 0, 0), ('Nigel Planer', 2, 0), ('Terence Bayler', 0, 0), ('Gorden Kaye', 0, 0), ('Jack Purvis', 2, 0)]","[('Terry Gilliam', 2, 0)]",[]
45578,['Drama'],United States of America,A Letter to Three Wives,1949,English,"[('Jeanne Crain', 1, 0), ('Linda Darnell', 1, 0), ('Ann Sothern', 1, 0), ('Kirk Douglas', 2, 0), ('Paul Douglas', 2, 0), ('Barbara Lawrence', 1, 0), ('Jeffrey Lynn', 2, 0), ('Connie Gilchrist', 1, 0), ('Florence Bates', 1, 0), ('Hobart Cavanaugh', 2, 0), ('John Davidson', 2, 0), ('Franklyn Farnum', 2, 0), ('Celeste Holm', 1, 0), ('Mae Marsh', 1, 0), ('Thelma Ritter', 1, 0), (""Carl 'Alfalfa' Switzer"", 2, 0)]","[('Joseph L. Mankiewicz', 2, 0)]",[]
26847,['Comedy'],United States of America,Santa Baby,2006,English,"[('Jenny McCarthy', 1, 0), ('Ivan Sergei', 2, 0), ('George Wendt', 2, 0), ('Kandyse McClure', 1, 0)]","[('Ron Underwood', 2, 0)]","[('Garrett Frawley', 0, 0)]"
112501,"['Drama', 'Comedy']",Japan,Sazen Tange and the Pot Worth a Million Ryo,1935,Japanese,"[('Denjirô Ôkôchi', 0, 0), ('Kiyozo', 0, 0), ('Kunitarô Sawamura', 0, 0), ('Reizaburô Yamamoto', 0, 0), ('Minoru Takase', 0, 0), ('Sôji Kiyokawa', 0, 0), ('Ranko Hanai', 0, 0)]","[('Sadao Yamanaka', 0, 0)]","[('Shintarô Mimura', 0, 0)]"
65889,"['Comedy', 'Drama']",Italy,Roseanna's Grave,1997,English,"[('Jean Reno', 2, 0), ('Mercedes Ruehl', 1, 0), ('Polly Walker', 1, 0), ('Mark Frankel', 2, 0), ('Trevor Peacock', 2, 0), ('Fay Ripley', 0, 0), ('Giuseppe Cederna', 2, 0), ('Roberto Della Casa', 2, 0), ('Luigi Diberti', 2, 0), ('Renato Scarpa', 2, 0), ('Romano Ghini', 0, 0), ('Giovanni Pallavicino', 0, 0), ('Jorge Krimer', 0, 0), ('Daniele Ferretti', 0, 0), ('George Rossi', 2, 0)]","[('Paul Weiland', 2, 0)]","[('Saul Turteltaub', 2, 0)]"
14455,"['Action', 'Drama']",Japan,When the Last Sword Is Drawn,2003,Japanese,"[('Kiichi Nakai', 2, 0), ('Koichi Sato', 2, 0), ('Yui Natsukawa', 1, 0), ('Takehiro Murata', 2, 0), ('Miki Nakatani', 0, 0), ('Yûji Miyake', 0, 0), ('Masato Sakai', 2, 0), ('Atsushi Ito', 2, 0), ('Ryo Kase', 2, 0), ('Keisuke Horibe', 0, 0), ('Eugene Nomura', 0, 0)]","[('Yojiro Takita', 2, 0)]",[]
254320,"['Thriller', 'Comedy', 'Drama']",France,The Lobster,2015,English,"[('Colin Farrell', 2, 0), ('Rachel Weisz', 1, 0), ('Léa Seydoux', 1, 0), ('John C. Reilly', 2, 0), ('Ben Whishaw', 2, 0), ('Olivia Colman', 0, 0), ('Ashley Jensen', 1, 0), ('Jessica Barden', 1, 0), ('Ariane Labed', 1, 0), ('Angeliki Papoulia', 1, 0), ('Michael Smiley', 2, 0), ('Rosanna Hoult', 1, 0), ('Roger Ashton-Griffiths', 2, 0), ('Ewen MacIntosh', 2, 0), ('Anthony Dougall', 0, 0), ('Sean Duggan', 0, 0), ('Roland Ferrandi', 0, 0), ('James Finnegan', 0, 0), ('Kathy Kelly', 0, 0), ('Robert Heaney', 0, 0), ('Jaro', 0, 0), ('Ryac', 0, 0)]","[('Yorgos Lanthimos', 2, 0)]",[]
287940,['Drama'],United States of America,Night Sights,2011,English,"[('Jonathon Lamer', 0, 0), ('Beth Pennington', 0, 0), ('Tom Virtue', 2, 0), ('Charles Maze', 0, 0), ('Lawrence Long', 0, 0), ('Theresa Layne', 0, 0), ('Peter Buitenhek', 0, 0), ('Criston Mitchel', 0, 0), ('Aaron Landon Bornstein', 0, 0)]","[('Matt Thompson', 2, 0)]","[('Matt Thompson', 2, 0)]"
121986,"['Comedy', 'Drama']",Brazil,Frances Ha,2013,English,"[('Greta Gerwig', 1, 0), ('Mickey Sumner', 1, 0), ('Adam Driver', 2, 0), ('Michael Zegen', 2, 0), ('Michael Esper', 2, 0), ('Grace Gummer', 1, 0), (""Charlotte d'Amboise"", 1, 0), ('Josh Hamilton', 2, 0), ('Hannah Dunne', 1, 0), ('Patrick Heusinger', 2, 0), ('Maya Kazan', 1, 0), ('Justine Lupe', 1, 0), ('Britta Phillips', 1, 0), ('Daiva Deupree', 1, 0), ('Isabelle McNally', 1, 0), ('Vanessa Ray', 1, 0), ('Lindsay Burdge', 1, 0), ('Marina Squerciati', 1, 0), ('Christine Gerwig', 1, 0), ('Gordon Gerwig', 0, 0), ('David Salem', 0, 0), ('Isaac Salem', 0, 0), ('Anna Salem', 1, 0), ('Laurie Aloisio-Salem', 1, 0), ('Daniel Roose', 0, 0), ('Courtney Coffin-Jensen', 0, 0), ('Kristine Jensen', 1, 0), ('Doug Craft', 0, 0), ('Timothy Mickiewicz', 0, 0), ('Tre Borden', 0, 0), ('Connor Mickiewicz', 0, 0), ('Laura Parker', 1, 0), ('Juliet Rylance', 1, 0), ('Dean Wareham', 0, 0), ('Serena Longley', 1, 0), ('Barbara Ross English', 1, 0), ('Peter Scanavino', 0, 0), ('Ryann Shane', 1, 0), ('Danish Hyder', 0, 0), ('Teddy Cañez', 0, 0), ('Gibson Frazier', 2, 0), ('Cindy Katz', 1, 0), ('Cohlie Brocato', 0, 0), ('Finnerty Steeves', 1, 0), ('Michelle Hurst', 0, 0), ('Molly Lieber', 1, 0), ('Eleanor Smith', 1, 0), ('Alex Moore', 0, 0)]","[('Noah Baumbach', 2, 0)]","[('Noah Baumbach', 2, 0), ('Greta Gerwig', 1, 0)]"
